Mods count: 355
 
jar name                                                                              | mod id (isMCreator)                                      | mixin configs
    /META-INF/jarjar/Registrate-MC1.20-1.3.3.jar                                      |                                                          | 
rhino-forge-2001.2.3-build.10.jar                                                     | rhino                                                    | rhino-common.mixins.json
Ribbits-1.20.1-Forge-3.0.4.jar                                                        | ribbits                                                  | ribbits.mixins.json, ribbits_forge.mixins.json
rottencreatures-forge-1.20.1-1.1.0.jar                                                | rottencreatures                                          | rottencreatures-common.mixins.json, rottencreatures.mixins.json
RoughlyEnoughItems-12.1.785-forge.jar                                                 | roughlyenoughitems                                       | rei.mixins.json
RubinatedNether-forge-1.3.0.E-1.20.1.jar                                              | rubinated_nether                                         | rubinated_nether.mixins.json
    /META-INF/jars/critter-forge-0.1-beta.14.jar                                      | critter_lib                                              | 
    /META-INF/jars/resourcefulconfig-forge-1.20.1-2.1.2.jar                           | resourcefulconfig                                        | 
RyoamicLights-forge-0.2.3+mc1.20.1.jar                                                | ryoamiclights                                            | ryoamiclights.forge.mixins.json, ryoamiclights.common.mixins.json
salt-1.20.1-1.2.6.jar                                                                 | salt                                                     | mixins.salt.refmap.json, mixins.salt.json
sapience-1.20.1-1.0.0.jar                                                             | sapience                                                 | sapience.mixins.json
savage_and_ravage-1.20.1-6.0.0.jar                                                    | savage_and_ravage                                        | savage_and_ravage.mixins.json
screenshot_viewer-1.3.2-forge-mc1.20.1.jar                                            | screenshot_viewer                                        | screenshot_viewer.mixins.json
scriptor-1.2.6-1.20.1-forge-sgd.jar                                                   | scriptor                                                 | scriptor.mixins.json
seamless-loading-screen-2.0.3+1.20.1-forge.jar                                        | seamless_loading_screen                                  | seamless_loading_screen-forge.mixins.json, seamless_loading_screen-common.mixins.json
    /META-INF/jars/yet-another-config-lib-forge-3.0.1+1.20.jar                        | yet_another_config_lib_v3                                | yacl.mixins.json
        /META-INF/jars/common-lang-3.9.4.jar                                          | com_twelvemonkeys_common_common-lang                     | 
        /META-INF/jars/common-image-3.9.4.jar                                         | com_twelvemonkeys_common_common-image                    | 
        /META-INF/jars/common-io-3.9.4.jar                                            | com_twelvemonkeys_common_common-io                       | 
        /META-INF/jars/imageio-metadata-3.9.4.jar                                     | com_twelvemonkeys_imageio_imageio-metadata               | 
        /META-INF/jars/imageio-core-3.9.4.jar                                         | com_twelvemonkeys_imageio_imageio-core                   | 
        /META-INF/jars/imageio-webp-3.9.4.jar                                         | com_twelvemonkeys_imageio_imageio-webp                   | 
seasonals-1.20.1-5.0.2.jar                                                            | seasonals                                                | seasonals.mixins.json
secondchanceforge-1.20-1.5.1.jar                                                      | secondchanceforge                                        | secondchanceforge.mixins.json
sherdsapi-neoforge-1.20.1-4.0.4.jar                                                   | sherdsapi                                                | sherdsapi.mixins.json
shortstacks-1.2.1.jar                                                                 | shortstacks                                              | shortstacks.mixins.json
shutter-2.2.0-1.20.1.jar                                                              | shutter                                                  | mixins.shutter.refmap.json, mixins.shutter.json
simpleradio-forge-1.20.1-3.4.6.jar                                                    | simpleradio                                              | simpleradio.forge.mixins.json, simpleradio.mixins.json
sleep_tight-1.20-1.4.6.jar                                                            | sleep_tight                                              | sleep_tight.mixins.json, sleep_tight-common.mixins.json
smoothscroll-2.2.3.1+1.20.1.jar                                                       | smoothscroll                                             | smoothscroll.mixins.json
smoothskies-1.1.0.jar                                                                 | smoothskies                                              | smoothskies.mixins.json
smoothswapping-0.9.3.1-1.20.2-fabric.jar                                              | smoothswapping                                           | smoothswapping-common.mixins.json
smsn-forge-1.2.10-1.20.1.jar                                                          | smsn                                                     | smsn.mixins.json
Sortilege-1.20.1-1.7.2.jar                                                            | sortilege                                                | sortilege.mixins.json
    /META-INF/jars/Fabric-ASM-v2.3.jar                                                | mm                                                       | mixins.mm.json, mixins.mm.refmap.json
soul-fire-d-forge-1.20.1-4.0.11.jar                                                   | soul_fire_d                                              | soul_fire_d.mixins.json, soul_fire_d.forge.mixins.json
soulfulnether-1.0.0.jar                                                               | soulfulnether                                            | mixins.soulfulnether.refmap.json, mixins.soulfulnether.json
sound-physics-remastered-forge-1.20.1-1.4.15.jar                                      | sound_physics_remastered                                 | sound_physics_remastered.mixins.json
Sounds-2.2.1+1.20.1+forge.jar                                                         | sounds                                                   | sounds.mixins.json
    /META-INF/jars/architectury-forge-9.2.14.jar                                      | architectury                                             | architectury.mixins.json, architectury-common.mixins.json
    /META-INF/jars/common-image-3.10.0.jar                                            |                                                          | 
    /META-INF/jars/common-io-3.10.0.jar                                               |                                                          | 
    /META-INF/jars/common-lang-3.10.0.jar                                             |                                                          | 
    /META-INF/jars/gson-0.2.1.jar                                                     |                                                          | 
    /META-INF/jars/imageio-core-3.10.0.jar                                            |                                                          | 
    /META-INF/jars/imageio-metadata-3.10.0.jar                                        |                                                          | 
    /META-INF/jars/imageio-webp-3.10.0.jar                                            |                                                          | 
    /META-INF/jars/json-0.2.1.jar                                                     |                                                          | 
    /META-INF/jars/yet-another-config-lib-3.5.0+1.20.1-forge.jar                      | yet_another_config_lib_v3                                | yacl.mixins.json, yacl-fabric.mixins.json
        /META-INF/jars/common-image-3.10.0.jar                                        |                                                          | 
        /META-INF/jars/common-io-3.10.0.jar                                           |                                                          | 
        /META-INF/jars/common-lang-3.10.0.jar                                         |                                                          | 
        /META-INF/jars/gson-0.2.1.jar                                                 |                                                          | 
        /META-INF/jars/imageio-core-3.10.0.jar                                        |                                                          | 
        /META-INF/jars/imageio-metadata-3.10.0.jar                                    |                                                          | 
        /META-INF/jars/imageio-webp-3.10.0.jar                                        |                                                          | 
        /META-INF/jars/json-0.2.1.jar                                                 |                                                          | 
souper_secret_settings-1.0.9-mc1.20+.jar                                              | souper_secret_settings                                   | souper_secret_settings.mixins.json
spark-1.10.53-forge.jar                                                               | spark                                                    | 
spawn-2.2.jar                                                                         | spawn                                                    | spawn.mixins.json
species-3.5.jar                                                                       | species                                                  | species.mixins.json
spellbound-1.20.3.jar                                                                 | spellbound                                               | spellbound.mixins.json
    /META-INF/jars/Fabric-ASM-v2.3.jar                                                | mm                                                       | mixins.mm.json, mixins.mm.refmap.json
    /META-INF/jars/modify-drops-api-0.5.1.1.jar                                       | modify-drops-api                                         | modify-drops-api.mixins.json
spelunkery-1.20.1-0.3.16-forge.jar                                                    | spelunkery                                               | spelunkery.mixins.json, spelunkery-common.mixins.json
spelunking_master-1.20.1-0.3.0.jar                                                    | spelunking_master                                        | 
spritearrows-forge-1.20-1.0.3.jar                                                     | spritearrows                                             | 
starlance-1.3.3.jar                                                                   | vsch                                                     | vsch.mixins.json, mixins.vsch.refmap.json
Statement-4.2.7+1.20.1-forge.jar                                                      | statement                                                | statement.mixins.json
Stony Cliffs FML v1.1.2.jar                                                           | stonycliffs                                              | 
structure_gel-1.20.1-2.16.2.jar                                                       | structure_gel                                            | structure_gel.mixins.json
StylishEffects-v8.0.2-1.20.1-Forge.jar                                                | stylisheffects                                           | stylisheffects.common.mixins.json
SubtleEffects-forge-1.20.1-1.12.1.jar                                                 | subtle_effects                                           | subtle_effects.forge.mixins.json, subtle_effects.mixins.json
sullysmod-3.2.1-beta-all.jar                                                          | sullysmod                                                | sullysmod.mixins.json
    /META-INF/jarjar/MosaicCosmetics-1.20.1-1.0.0-forge.jar                           | mosaic_cosmetics                                         | mosaic_cosmetics.mixins.json
supplementaries-1.20-3.1.18.jar                                                       | supplementaries                                          | supplementaries-common.mixins.json, supplementaries.mixins.json
surveyor-0.6.26+1.20.jar                                                              | surveyor                                                 | surveyor.mixins.json
    /META-INF/jars/kaleido-config-0.3.1+1.3.2.jar                                     | folk_sisby_kaleido-config                                | 
symbol-chat-1.20.1-1.1.2.jar                                                          | symbol-chat                                              | symbol-chat.mixins.json
temporalapi-1.6.6.jar                                                                 | temporalapi                                              | 
TerraBlender-forge-1.20.1-3.0.1.10.jar                                                | terrablender                                             | terrablender.mixins.json, terrablender_forge.mixins.json
The_Undergarden-1.20.1-0.8.14.jar                                                     | undergarden                                              | undergarden.mixins.json
thigh_highs_etc-forge-1.0.4.jar                                                       | thigh_highs_etc                                          | thigh_highs_etc.mixins.json
    /META-INF/jarjar/Registrate-MC1.20-1.3.3.jar                                      |                                                          | 
Tips-Forge-1.20.1-12.1.8.jar                                                          | tipsmod                                                  | 
transmog-forge-1.3.0+1.20.jar                                                         | transmog                                                 | mixins.transmog.common.json, mixins.transmog.forge.json
Trials-2.3.3.jar                                                                      | trials                                                   | 
Twigs-1.20.1-3.1.1.jar                                                                | twigs                                                    | twigs.mixins.json
undergardendelight-1.1.2-forge-1.20.1.jar                                             | undergardendelight (MCreator mod)                        | 
upgrade_aquatic-1.20.1-6.0.3.jar                                                      | upgrade_aquatic                                          | upgrade_aquatic.mixins.json
valkyrienskies-120-2.3.0-beta.10.jar                                                  | valkyrienskies                                           | valkyrienskies-forge.mixins.json, valkyrienskies-common.mixins.json
    /META-INF/jars/api-1.1.0+cf6990a85d.jar                                           |                                                          | 
    /META-INF/jars/classmate-1.5.1.jar                                                |                                                          | 
    /META-INF/jars/cloth-config-forge-11.1.106.jar                                    | cloth_config                                             | 
    /META-INF/jars/commons-collections4-4.3.jar                                       |                                                          | 
    /META-INF/jars/commons-math3-3.6.1.jar                                            |                                                          | 
    /META-INF/jars/dagger-2.43.2.jar                                                  |                                                          | 
    /META-INF/jars/itu-1.7.0.jar                                                      |                                                          | 
    /META-INF/jars/jackson-annotations-2.14.0.jar                                     |                                                          | 
    /META-INF/jars/jackson-core-2.14.0.jar                                            |                                                          | 
    /META-INF/jars/jackson-databind-2.14.0.jar                                        |                                                          | 
    /META-INF/jars/jackson-dataformat-cbor-2.14.0.jar                                 |                                                          | 
    /META-INF/jars/jackson-kotlin-dsl-1.2.0.jar                                       |                                                          | 
    /META-INF/jars/jackson-module-kotlin-2.14.0-rubyfork.jar                          |                                                          | 
    /META-INF/jars/jackson-module-parameter-names-2.14.0.jar                          |                                                          | 
    /META-INF/jars/javax.inject-1.jar                                                 |                                                          | 
    /META-INF/jars/joml-primitives-1.10.0.jar                                         |                                                          | 
    /META-INF/jars/json-schema-validator-1.0.71.jar                                   |                                                          | 
    /META-INF/jars/jsonschema-generator-4.25.0.jar                                    |                                                          | 
    /META-INF/jars/jsonschema-module-jackson-4.25.0.jar                               |                                                          | 
    /META-INF/jars/util-1.1.0+cf6990a85d.jar                                          |                                                          | 
    /META-INF/jars/zjsonpatch-0.4.11.jar                                              |                                                          | 
vanillabackport-forge-1.20.1-1.1.4.3.jar                                              | vanillabackport                                          | vanillabackport.mixins.json
visual_keybinder-1.20.1 - 0.1.5.jar                                                   | visual_keybinder                                         | visual_keybinder.mixins.json, mixins.visual_keybinder.refmap.json
visuality-forge-2.0.2.jar                                                             | visuality                                                | visuality.mixins.json
VisualWorkbench-v8.0.1-1.20.1-Forge.jar                                               | visualworkbench                                          | visualworkbench.common.mixins.json
voicechat-forge-1.20.1-2.6.3.jar                                                      | voicechat                                                | 
wab-1.20.1-1.3.1.jar                                                                  | wan_ancient_beasts                                       | wan_ancient_beasts.mixins.json
wakes-1.20.1-Forge-1.0.5.jar                                                          | wakes                                                    | wakes.mixins.json
waystones-forge-1.20.1-14.1.17.jar                                                    | waystones                                                | waystones.mixins.json
whiffowisp-1.20.1-1.0.5-all.jar                                                       | whiffowisp                                               | whiffowisp.mixins.json
windswept-1.20.1-3.0.2.jar                                                            | windswept                                                | windswept.mixins.json
woodworks-1.20.1-3.0.2.jar                                                            | woodworks                                                | woodworks.mixins.json
worldplaytime-1.2.3-1.20.x-FORGE.jar                                                  | worldplaytime                                            | worldplaytime.mixins.json
yet-another-furniture-1.0pre3+forge-1.20.1.jar                                        | yaf                                                      | yaf.mixins.json, yaf-common.mixins.json
    /META-INF/jars/midnightlib-1.4.2-forge.jar                                        | midnightlib                                              | midnightlib.mixins.json
yet_another_config_lib_v3-3.6.6+1.20.1-forge.jar                                      | yet_another_config_lib_v3                                | yacl.mixins.json, yacl-fabric.mixins.json
    /META-INF/jarjar/common-image-3.12.0.jar                                          |                                                          | 
    /META-INF/jarjar/common-io-3.12.0.jar                                             |                                                          | 
    /META-INF/jarjar/common-lang-3.12.0.jar                                           |                                                          | 
    /META-INF/jarjar/gson-0.2.1.jar                                                   |                                                          | 
    /META-INF/jarjar/imageio-core-3.12.0.jar                                          |                                                          | 
    /META-INF/jarjar/imageio-metadata-3.12.0.jar                                      |                                                          | 
    /META-INF/jarjar/imageio-webp-3.12.0.jar                                          |                                                          | 
    /META-INF/jarjar/json-0.2.1.jar                                                   |                                                          | 
youwereslain-1.0.0-1.20.x.jar                                                         | youwereslain                                             | youwereslain.mixins.json
YungsApi-1.20-Forge-4.0.6.jar                                                         | yungsapi                                                 | yungsapi.mixins.json, yungsapi_forge.mixins.json
YungsBetterDesertTemples-1.20-Forge-3.0.3.jar                                         | betterdeserttemples                                      | betterdeserttemples.mixins.json, betterdeserttemples_forge.mixins.json
YungsBetterDungeons-1.20-Forge-4.0.4.jar                                              | betterdungeons                                           | betterdungeons_forge.mixins.json, betterdungeons.mixins.json
YungsBetterEndIsland-1.20-Forge-2.0.6.jar                                             | betterendisland                                          | betterendisland_forge.mixins.json, betterendisland.mixins.json
YungsBetterJungleTemples-1.20-Forge-2.0.5.jar                                         | betterjungletemples                                      | betterjungletemples_forge.mixins.json, betterjungletemples.mixins.json
YungsBetterMineshafts-1.20-Forge-4.0.4.jar                                            | bettermineshafts                                         | bettermineshafts_forge.mixins.json, bettermineshafts.mixins.json
YungsBetterNetherFortresses-1.20-Forge-2.0.6.jar                                      | betterfortresses                                         | betterfortresses_forge.mixins.json, betterfortresses.mixins.json
YungsBetterOceanMonuments-1.20-Forge-3.0.4.jar                                        | betteroceanmonuments                                     | betteroceanmonuments_forge.mixins.json, betteroceanmonuments.mixins.json
YungsCaveBiomes-1.20.1-Forge-2.0.5.jar                                                | yungscavebiomes                                          | yungscavebiomes.mixins.json, yungscavebiomes_forge.mixins.json
ZapsCompatBeansBackpacks-1.0.jar                                                      | zapscompat_bb                                            | 
Zeta-1.0-30.jar                                                                       | zeta                                                     | zeta.mixins.json, zeta.mixins.refmap.json, zeta_forge.mixins.json
zetter-1.20.1-0.21.5.jar                                                              | zetter                                                   | 
zettergallery-1.20.1-0.6.0.jar                                                        | zettergallery                                            | mixins.zettergallery.json, mixins.zettergallery.refmap.json
AL's Enderman Revamped+FA 1.3.2.zip (resourcepack)                                    |                                                          | 
AL's Piglins Revamped+FA 1.1.2.zip (resourcepack)                                     |                                                          | 
BetterMoss.zip (resourcepack)                                                         |                                                          | 
Chromatic Icons v3.2 mc1.20-1.21.5.zip (resourcepack)                                 |                                                          | 
DerpWood.zip (resourcepack)                                                           |                                                          | 
Discography 1.8.zip (resourcepack)                                                    |                                                          | 
Double Flowers Retexture.zip (resourcepack)                                           |                                                          | 
Kai Fixes Glass - 1.20.1.zip (resourcepack)                                           |                                                          | 
Kai Fixes Quartz - 1.20.1.zip (resourcepack)                                          |                                                          | 
Kai Fixes Sand - 1.20.1.zip (resourcepack)                                            |                                                          | 
mod-descriptions-v7.zip (resourcepack)                                                |                                                          | 
MossyLayers.zip (resourcepack)                                                        |                                                          | 
SimpleCreateRadiosDatapack.zip (resourcepack)                                         |                                                          | 
Slabfish'd Ribbits.zip (resourcepack)                                                 |                                                          | 
waystones_update_2_1.20.1.zip (resourcepack)                                          |                                                          | 
§6Antique Atlas 4 §fCompat§8§o§k.zip (resourcepack)                                   |                                                          | 
§6Immersive§8_§6Interfaces§8.zip (resourcepack)                                       |                                                          | 
§6Immersive§8_§6Interfaces§8_§6Farmersdelight.zip (resourcepack)                      |                                                          | 
§6Immersive§8_§6Interfaces§8_§6Modded.zip (resourcepack)                              |                                                          | 
